company,title,date,link
Crypto.com,Senior Mobile Developer / Mobile Developer (React Native),2026-02-03,https://hk.linkedin.com/jobs/view/senior-mobile-developer-mobile-developer-react-native-at-crypto-com-4175821671?position=8&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=dY6tHPNnqy0x%2Bmw1baMaLA%3D%3D
Bloomberg,"Senior Data Management Professional - Data Engineer - ESG Data (Korean speaker), Hong Kong",2026-01-27,https://hk.linkedin.com/jobs/view/senior-data-management-professional-data-engineer-esg-data-korean-speaker-hong-kong-at-bloomberg-4356042631?position=9&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=CmMWImnCasPJFJpml2geGQ%3D%3D
Crypto.com,Senior Software Developer - Golang,2026-02-12,https://hk.linkedin.com/jobs/view/senior-software-developer-golang-at-crypto-com-4309546032?position=10&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=YBxgndrtzII%2Bt6fbk0zcQQ%3D%3D
Microsoft,Senior/Principal Researcher,2026-02-04,https://hk.linkedin.com/jobs/view/senior-principal-researcher-at-microsoft-4341505266?position=1&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=2mVtAgwN%2FqMtq%2Fc6TykI3Q%3D%3D
Lalamove,Senior Data Platform Engineer,2026-01-20,https://hk.linkedin.com/jobs/view/senior-data-platform-engineer-at-lalamove-4354942472?position=2&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=UdE5ssoEdCJFZBoqEifBwA%3D%3D
Futu Holdings Limited,Senior Testing Engineer (Trading System),N/A,https://hk.linkedin.com/jobs/view/senior-testing-engineer-trading-system-at-futu-holdings-limited-4364451036?position=3&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=Kn7milaI71o2uowzaX7nhg%3D%3D
佛山市汇江混凝土有限公司,氢能研发工程师（香港工作）,2025-02-23,https://hk.linkedin.com/jobs/view/%E6%B0%A2%E8%83%BD%E7%A0%94%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88%EF%BC%88%E9%A6%99%E6%B8%AF%E5%B7%A5%E4%BD%9C%EF%BC%89-at-%E4%BD%9B%E5%B1%B1%E5%B8%82%E6%B1%87%E6%B1%9F%E6%B7%B7%E5%87%9D%E5%9C%9F%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165945667?position=4&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=e8U8GXZzuiqy6cpeynLq3Q%3D%3D
Crypto.com,"C++ Trading Developer, Quant Trading Team",2026-01-27,https://hk.linkedin.com/jobs/view/c%2B%2B-trading-developer-quant-trading-team-at-crypto-com-4077831150?position=5&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=xxV62BJimv0VYVtBjd55nA%3D%3D
Futu Holdings Limited,Senior Backend Developer (Web 3),2026-02-03,https://hk.linkedin.com/jobs/view/senior-backend-developer-web-3-at-futu-holdings-limited-4357466360?position=6&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=v68Ws6fJLLj8IofxGNYv3w%3D%3D
Deloitte,Consultant/ Senior Consultant (Data Engineer) - AI & Data - Hong Kong(314899),2026-01-31,https://hk.linkedin.com/jobs/view/consultant-senior-consultant-data-engineer-ai-data-hong-kong-314899-at-deloitte-4304531839?position=7&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=AwPTaw%2BIFsvS9KnnuAHqyw%3D%3D
中科软科技股份有限公司,运维工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%BF%90%E7%BB%B4%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E4%B8%AD%E7%A7%91%E8%BD%AF%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165569249?position=8&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=O5fM0TYZplh9S9cQWQ0tKQ%3D%3D
TransUnion,"Senior Consultant, Data Science and Analytics",2026-02-06,https://hk.linkedin.com/jobs/view/senior-consultant-data-science-and-analytics-at-transunion-4235019543?position=9&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=Ys9UcYF43AvJ8wPWXu%2BMuQ%3D%3D
Crypto.com,Senior Frontend Developer (Exchange/Trading Platform),2026-02-05,https://hk.linkedin.com/jobs/view/senior-frontend-developer-exchange-trading-platform-at-crypto-com-4305850269?position=10&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=MYA70o2Z1tAPQvhW48hWjQ%3D%3D
Nex,Software Engineer (Developer Experience),2026-02-09,https://hk.linkedin.com/jobs/view/software-engineer-developer-experience-at-nex-4351948611?position=1&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=Rw0%2BB%2FZHi0EnZ2X64IGwgg%3D%3D
合肥科迈捷智能传感技术有限公司,Digital Signal Processing Researcher,2025-02-23,https://hk.linkedin.com/jobs/view/digital-signal-processing-researcher-at-%E5%90%88%E8%82%A5%E7%A7%91%E8%BF%88%E6%8D%B7%E6%99%BA%E8%83%BD%E4%BC%A0%E6%84%9F%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4163986543?position=2&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=wwRnQyDbZ30eAwHXd%2FKGhw%3D%3D
FCC ANALYTICS,Full Stack Web Developer,2025-12-04,https://hk.linkedin.com/jobs/view/full-stack-web-developer-at-fcc-analytics-4308291999?position=3&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=LFeHi481EtEHPclcxE%2FRNw%3D%3D
Feedzai,Software Engineer - Data Orchestration,2026-02-08,https://hk.linkedin.com/jobs/view/software-engineer-data-orchestration-at-feedzai-4304702109?position=4&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=bj2%2FfeoAUI%2BOTWWJ8fipEA%3D%3D
深圳市阿尔卫科技有限公司,推荐系统策略开发工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E6%8E%A8%E8%8D%90%E7%B3%BB%E7%BB%9F%E7%AD%96%E7%95%A5%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E6%B7%B1%E5%9C%B3%E5%B8%82%E9%98%BF%E5%B0%94%E5%8D%AB%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165117317?position=5&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=21NZI1gErgK0CSpUpQV34A%3D%3D
Data Intellect,Senior kdb+ Developer,2025-12-31,https://hk.linkedin.com/jobs/view/senior-kdb%2B-developer-at-data-intellect-4350879134?position=6&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=43%2BFw4S0xdomzw5bXTIVJA%3D%3D
Selby Jennings,Quant Researcher - Monetization (Tier 1 Prop Trading Firm),2026-01-26,https://hk.linkedin.com/jobs/view/quant-researcher-monetization-tier-1-prop-trading-firm-at-selby-jennings-4319246061?position=7&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=gg8e2Dcq7Lv%2FmHLy5UWn2Q%3D%3D
Nex,"Software Engineer, Connected Play",2026-01-27,https://hk.linkedin.com/jobs/view/software-engineer-connected-play-at-nex-4366387517?position=8&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=X0mxoOi%2BdJgpnyYAGU8DoQ%3D%3D
Susquehanna International Group,Quantitative C++ developer,2026-01-24,https://hk.linkedin.com/jobs/view/quantitative-c%2B%2B-developer-at-susquehanna-international-group-4323632497?position=9&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=n%2Fxl1E3HeGgq2h9lEoxd2g%3D%3D
Manulife,Full Stack Software Engineer,2026-02-12,https://hk.linkedin.com/jobs/view/full-stack-software-engineer-at-manulife-4322169195?position=10&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=5DiVuTJMd%2BpBfpMtiwQisw%3D%3D
Susquehanna International Group,C++ Developer - FIX,2026-01-30,https://hk.linkedin.com/jobs/view/c%2B%2B-developer-fix-at-susquehanna-international-group-4367099707?position=1&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=N4uJa0KBLi9fWkSs1aGp3w%3D%3D
CL Technical Services Limited,"Web and Mobile Developer (Java & C#, over $40K)",2026-01-28,https://hk.linkedin.com/jobs/view/web-and-mobile-developer-java-c%23-over-%2440k-at-cl-technical-services-limited-4366505822?position=2&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=yFKv08nMHtZWvUe%2FDzpJMA%3D%3D
Deloitte,(Senior) Consultant/ Manager (Data Analyst) - AI & Data - Hong Kong(314900),2026-01-31,https://hk.linkedin.com/jobs/view/senior-consultant-manager-data-analyst-ai-data-hong-kong-314900-at-deloitte-4304525955?position=3&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=CIYCa%2B97Vq7HpKUnB9EGWw%3D%3D
Susquehanna International Group,Trading Systems Developer - HK,2026-02-06,https://hk.linkedin.com/jobs/view/trading-systems-developer-hk-at-susquehanna-international-group-4206411787?position=4&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=rUoUqGsTo%2BwJM90HVpfLEA%3D%3D
Hong Kong Exchanges and Clearing Limited (HKEX),Associate (12 months contract) – Post Trade Business Implementation and Analytics,2025-03-27,https://hk.linkedin.com/jobs/view/associate-12-months-contract-%E2%80%93-post-trade-business-implementation-and-analytics-at-hong-kong-exchanges-and-clearing-limited-hkex-4172016195?position=5&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=n9xvhOGSFZh5wc9Dm4MHXA%3D%3D
Jump Trading,Quantitative Researcher | Trading team,2026-02-05,https://hk.linkedin.com/jobs/view/quantitative-researcher-trading-team-at-jump-trading-4359019773?position=6&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=7nEfWLIDiciDr%2B4bd%2BJYTA%3D%3D
Eclipse Trading,Low Latency C++ Engineer,2024-11-04,https://hk.linkedin.com/jobs/view/low-latency-c%2B%2B-engineer-at-eclipse-trading-4068141185?position=7&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=g4Q3hY4%2BJUajpGhsim1RFA%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,"Senior Engineer / Engineer, Networking Software",2026-02-10,https://hk.linkedin.com/jobs/view/senior-engineer-engineer-networking-software-at-astri-hong-kong-applied-science-and-technology-research-institute-4278702218?position=8&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=waso8fBo0HTa0jAbMbfn7A%3D%3D
AppTask,Web Application Developer (ASP.NET/PHP/Python),2024-03-11,https://hk.linkedin.com/jobs/view/web-application-developer-asp-net-php-python-at-apptask-3852466661?position=9&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=J4bbl8Rt5GzgwcgeGnh7Bg%3D%3D
Feedzai,Expert Software Engineer - Data Orchestration,2026-02-08,https://hk.linkedin.com/jobs/view/expert-software-engineer-data-orchestration-at-feedzai-4304299190?position=10&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=laTXqrCo%2FP9n4eWgsM0G7Q%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Machine Learning Engineer (Large Model Applications),2026-01-30,https://hk.linkedin.com/jobs/view/fresh-grad-hire-machine-learning-engineer-large-model-applications-at-futu-holdings-limited-4356429874?position=1&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=G9xJozyNQIaBXWL%2BSj3pYg%3D%3D
First Circle,Junior Engineer,2026-02-10,https://hk.linkedin.com/jobs/view/junior-engineer-at-first-circle-4370972305?position=2&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=g3UPrBQXoWFS9qYTWz68Gw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Client Development Engineer (Market Data),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-client-development-engineer-market-data-at-futu-holdings-limited-4357476265?position=3&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=WF4bQLCfbdd%2F0Lc6rNsg4g%3D%3D
Manulife,Data Scientist(Manager level) - VOICE,2026-02-05,https://hk.linkedin.com/jobs/view/data-scientist-manager-level-voice-at-manulife-4359087747?position=4&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=jqB6K68HKtTjfm8KJ1WaHA%3D%3D
FCC ANALYTICS,Machine Learning Engineer,2025-12-04,https://hk.linkedin.com/jobs/view/machine-learning-engineer-at-fcc-analytics-4308292912?position=5&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=Qf0gZVzcyhKRJHMIPHAc%2BQ%3D%3D
Shangri-La Group,"Senior Manager, Data Scientist",2026-02-06,https://hk.linkedin.com/jobs/view/senior-manager-data-scientist-at-shangri-la-group-4263470092?position=6&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=k%2BT4ZKvmOdMEC3TA3V4%2B4g%3D%3D
NEWBYERA TECHNOLOGY LIMITED,AI Engineer,2026-02-11,https://hk.linkedin.com/jobs/view/ai-engineer-at-newbyera-technology-limited-4222442214?position=7&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=dTO%2B3qQZvDUiwmpAsKLTsQ%3D%3D
Polymer Capital,"Data Scientist, Risk & Quant Analytics",2025-12-10,https://hk.linkedin.com/jobs/view/data-scientist-risk-quant-analytics-at-polymer-capital-4326641282?position=8&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=Lw7LtDhBVwqkTuRrbmh%2F7g%3D%3D
Kody,后端工程师 (Kotlin) - (HK),2025-09-25,https://hk.linkedin.com/jobs/view/%E5%90%8E%E7%AB%AF%E5%B7%A5%E7%A8%8B%E5%B8%88-kotlin-hk-at-kody-4305982055?position=9&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=FTxetKnda%2BED20zeZX2ySw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Client Developer (Digital Bank),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-client-developer-digital-bank-at-futu-holdings-limited-4357426314?position=10&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=RgNkHF1ZLpquA%2BP9ezKBvw%3D%3D
AXA Hong Kong and Macau,Data Science Manager,2025-09-22,https://hk.linkedin.com/jobs/view/data-science-manager-at-axa-hong-kong-and-macau-4304168590?position=11&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=p1A0QW0VY5vgIvoGMMpaBA%3D%3D
CL Technical Services Limited,"Programmer (C#.net, 5 days’ work, over $40K)",2026-02-10,https://hk.linkedin.com/jobs/view/programmer-c%23-net-5-days%E2%80%99-work-over-%2440k-at-cl-technical-services-limited-4370709312?position=12&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=o2sXa4UDfh9yrjoFZJeAkw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - System Testing Engineer (OTC Trading Platform),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-system-testing-engineer-otc-trading-platform-at-futu-holdings-limited-4357436229?position=13&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=eI8bZsTQ0lx2Z2mrBO6%2FMA%3D%3D
Flow Traders,Graduate Software Engineer,2026-02-05,https://hk.linkedin.com/jobs/view/graduate-software-engineer-at-flow-traders-4297078641?position=14&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=uskOlfq9Qiq8QVzoBWzOeg%3D%3D
FCC ANALYTICS,AI Engineer (LLM),2025-11-20,https://hk.linkedin.com/jobs/view/ai-engineer-llm-at-fcc-analytics-4308299303?position=15&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=SUVa5fF5NTbnzLcrwf%2BbAQ%3D%3D
Prolific,AI Trainer - Hong Kong,2026-02-07,https://hk.linkedin.com/jobs/view/ai-trainer-hong-kong-at-prolific-4296749808?position=16&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=ybh53trRLBmFl0Vxng7TJg%3D%3D
Futu Holdings Limited,Fresh Grad Hire - Backend Developer (Financial Securities System R&D Focus),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-backend-developer-financial-securities-system-r-d-focus-at-futu-holdings-limited-4357546259?position=17&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=EAYGp%2FbUBMzY1ODOi9WMqw%3D%3D
Visa,Senior Data Scientist (10 months contractor),2025-12-29,https://hk.linkedin.com/jobs/view/senior-data-scientist-10-months-contractor-at-visa-4327663168?position=18&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=EcYnrS4ILE5bx5%2FgdKP%2B6g%3D%3D
AXA Hong Kong and Macau,Assistant Data Science Manager,2025-11-28,https://hk.linkedin.com/jobs/view/assistant-data-science-manager-at-axa-hong-kong-and-macau-4340121364?position=19&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=jqsZxgdJmBM8ZfhNRdKJ5A%3D%3D
Airwallex,"Senior Data Scientist, Algorithm (Risk & Fraud)",2026-01-28,https://hk.linkedin.com/jobs/view/senior-data-scientist-algorithm-risk-fraud-at-airwallex-4356522016?position=20&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=lU50fJPhIe9mrgDL822SAA%3D%3D
Microsoft,Researcher,2026-02-03,https://hk.linkedin.com/jobs/view/researcher-at-microsoft-4368645556?position=21&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=jdMW0Zyp5SiZdzZnVSr55g%3D%3D
Wati,Software Engineer II - Data,2025-11-26,https://hk.linkedin.com/jobs/view/software-engineer-ii-data-at-wati-4339119074?position=22&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=iczf%2Fnd6qyPwNa%2FUwwwrvA%3D%3D
Crypto.com,(Senior) DevOps Engineer- AI Innovation,2026-01-24,https://hk.linkedin.com/jobs/view/senior-devops-engineer-ai-innovation-at-crypto-com-4310267784?position=23&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=C4gOH7pHZEF%2B8jMt8QuiAg%3D%3D
Argyll Scott,"Data Engineer/Global Manufacturer/Perm/40,000-50,000HKD P/M",2026-02-12,https://hk.linkedin.com/jobs/view/data-engineer-global-manufacturer-perm-40-000-50-000hkd-p-m-at-argyll-scott-4371655867?position=24&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=HbcsJ8J%2FyzM26iyVYFoNrw%3D%3D
Wati,Software Developer I (Full Stack / Backend),2025-11-17,https://hk.linkedin.com/jobs/view/software-developer-i-full-stack-backend-at-wati-4336363751?position=25&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=R0JkRPX7MnMaG8X%2FE4RY6w%3D%3D
China Tourism Group,助理工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E5%8A%A9%E7%90%86%E5%B7%A5%E7%A8%8B%E5%B8%88-at-china-tourism-group-4165515659?position=26&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=f3UCpwaErPCKlVQKrw%2FlzQ%3D%3D
Wati,Devops Engineer I - Shenzhen,2025-11-17,https://hk.linkedin.com/jobs/view/devops-engineer-i-shenzhen-at-wati-4336463611?position=27&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=rInRb1iL7P2JKfXdYkRXTg%3D%3D
Crypto.com,Trading Java Developer,2026-02-09,https://hk.linkedin.com/jobs/view/trading-java-developer-at-crypto-com-4251809927?position=28&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=qBxYeNjqxCYz%2Bow%2ByElzfg%3D%3D
合肥科迈捷智能传感技术有限公司,计算流体动力学研究员,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%AE%A1%E7%AE%97%E6%B5%81%E4%BD%93%E5%8A%A8%E5%8A%9B%E5%AD%A6%E7%A0%94%E7%A9%B6%E5%91%98-at-%E5%90%88%E8%82%A5%E7%A7%91%E8%BF%88%E6%8D%B7%E6%99%BA%E8%83%BD%E4%BC%A0%E6%84%9F%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165933388?position=29&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=dVynUxA8Sfm3%2BncU%2B4hhIA%3D%3D
Futu Holdings Limited,Fresh Grad Hire - System Testing Engineer (Banking Business),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-system-testing-engineer-banking-business-at-futu-holdings-limited-4357376211?position=30&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=cy2IqXBh3i9S1c%2B0XSsOtA%3D%3D
Wati,Software Engineer II - Mobile,2025-12-04,https://hk.linkedin.com/jobs/view/software-engineer-ii-mobile-at-wati-4341788214?position=31&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=5G9pMbjyp%2BVfXdceChGpyQ%3D%3D
hermeneutic Investments,Senior QA Engineer - Asian Timezones,2026-02-12,https://hk.linkedin.com/jobs/view/senior-qa-engineer-asian-timezones-at-hermeneutic-investments-4371817966?position=32&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=FdVCWMMnLqQtVFMrSHdypw%3D%3D
Wati,Backend Software Engineer (AI Agent)- Shenzhen,2025-10-30,https://hk.linkedin.com/jobs/view/backend-software-engineer-ai-agent-shenzhen-at-wati-4333014332?position=33&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=GWY3KIkZ70lDk9l0epNv4A%3D%3D
Crypto.com,Senior DataOps Engineer - MainApp infrastructure,N/A,https://hk.linkedin.com/jobs/view/senior-dataops-engineer-mainapp-infrastructure-at-crypto-com-4309530589?position=34&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=prW%2FkXxvEuHO1oF9SDVTnA%3D%3D
Ergonia,DeFi Engineer,2025-11-26,https://hk.linkedin.com/jobs/view/defi-engineer-at-ergonia-4339039810?position=35&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=PX5KlA%2BjmkR90%2BkS%2BMB8gw%3D%3D
Schonfeld,Quantitative Research / Developer - Intern,2026-02-10,https://hk.linkedin.com/jobs/view/quantitative-research-developer-intern-at-schonfeld-4289778092?position=36&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=EKSDuttFXT2Nv7KzoGmd5Q%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,"Lead Engineer, Machine Learning Algorithm and Software",2026-02-09,https://hk.linkedin.com/jobs/view/lead-engineer-machine-learning-algorithm-and-software-at-astri-hong-kong-applied-science-and-technology-research-institute-4309891829?position=37&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=x0gdn3evT4A88tjD5%2F5Faw%3D%3D
Wati,Backend Software Engineer (AI + Audio) - China,2025-11-17,https://hk.linkedin.com/jobs/view/backend-software-engineer-ai-%2B-audio-china-at-wati-4336463600?position=38&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=RQlLOA8Y6GuBjxyWQDwBxQ%3D%3D
Crypto.com,Senior Quality Assurance Automation Engineer (Crypto.com APP),2026-02-11,https://hk.linkedin.com/jobs/view/senior-quality-assurance-automation-engineer-crypto-com-app-at-crypto-com-4149388115?position=39&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=cYTNJsCFsiGvXxx5NOl2aQ%3D%3D
Quickplay,"Director, Solution Engineering",2024-10-04,https://hk.linkedin.com/jobs/view/director-solution-engineering-at-quickplay-4043268773?position=40&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=orp94ZbjgBMRYGWuZmvHIA%3D%3D
Manulife,Senior AI Engineer Lead - Asia Data Office,2026-02-02,https://hk.linkedin.com/jobs/view/senior-ai-engineer-lead-asia-data-office-at-manulife-4328587641?position=41&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=AqBPPa%2BLPKfGKsMukIN0rA%3D%3D
Crypto.com,Blockchain Defi Developer - Quant Trading Team,2026-02-11,https://hk.linkedin.com/jobs/view/blockchain-defi-developer-quant-trading-team-at-crypto-com-4211274849?position=42&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=YczELeDHO%2FRt7701foBzDA%3D%3D
Futu Holdings Limited,Testing Engineer (Wallet & Digital Assets),N/A,https://hk.linkedin.com/jobs/view/testing-engineer-wallet-digital-assets-at-futu-holdings-limited-4363976652?position=43&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=wmUV6vEcSThCDpwvty0XlQ%3D%3D
Crypto.com,Senior Software Engineer (Golang/Ruby on Rails) - Fiat,2026-01-30,https://hk.linkedin.com/jobs/view/senior-software-engineer-golang-ruby-on-rails-fiat-at-crypto-com-4302627921?position=44&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=JNz%2FzpOmlQKQm6WKpyWeYw%3D%3D
China Tourism Group,运营管理部-运营分析室/综合管理室运营分析岗,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%BF%90%E8%90%A5%E7%AE%A1%E7%90%86%E9%83%A8-%E8%BF%90%E8%90%A5%E5%88%86%E6%9E%90%E5%AE%A4-%E7%BB%BC%E5%90%88%E7%AE%A1%E7%90%86%E5%AE%A4%E8%BF%90%E8%90%A5%E5%88%86%E6%9E%90%E5%B2%97-at-china-tourism-group-4165178434?position=45&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=BtDyuc2TgbxOZFkiwe98iQ%3D%3D
Polymer Capital,"Software Developer, Development Lab",2025-09-23,https://hk.linkedin.com/jobs/view/software-developer-development-lab-at-polymer-capital-4304004784?position=46&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=Xs8pxvJIPH%2BwOKMhxLlGeA%3D%3D
Karmo International Company Limited,Robotics Engineer – Software (Internship),2025-05-15,N/A
CoinMarketCap,Software Development Engineer in Test (SDET),2025-09-16,https://hk.linkedin.com/jobs/view/software-development-engineer-in-test-sdet-at-coinmarketcap-4301575133?position=48&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=vFywRcV1HxxIymU0lmSRBQ%3D%3D
